informant,project,sex,age,ethnicity,education,occupation,latitude,longitude,attic
SC11F,LAMSAS,Female,48,White,At least some high school,Keeping house,32.85417,-79.97083,attic
SC11G!,LAMSAS,Male,24,White,At least some college or beyond,Professional or technical job,32.80972,-79.99028,attic
SC11G!,LAMSAS,Male,24,White,At least some college or beyond,Professional or technical job,32.80972,-79.99028,garret
SC11G!,LAMSAS,Male,24,White,At least some college or beyond,Professional or technical job,32.80972,-79.99028,attic
SC11H!,LAMSAS,Male,52,White,At least some college or beyond,Public Servant,32.83333,-79.95695,attic
SC11H!,LAMSAS,Male,52,White,At least some college or beyond,Public Servant,32.83333,-79.95695,garret
SC11H!,LAMSAS,Male,52,White,At least some college or beyond,Public Servant,32.83333,-79.95695,garret
SC11I!,LAMSAS,Female,51,White,At least some high school,Unknown,32.81111,-79.95277,attic
SC11I!,LAMSAS,Female,51,White,At least some high school,Unknown,32.81111,-79.95277,garret
SC11J!,LAMSAS,Female,69,White,At least some high school,Professional or technical job,32.77361,-79.94167,attic
SC11J!,LAMSAS,Female,69,White,At least some high school,Professional or technical job,32.77361,-79.94167,cock loft
SC11J!,LAMSAS,Female,69,White,At least some high school,Professional or technical job,32.77361,-79.94167,garret
SC11J!,LAMSAS,Female,69,White,At least some high school,Professional or technical job,32.77361,-79.94167,garret
SC12A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,32.76667,-79.93056,loft
SC12A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,32.76667,-79.93056,joists that run across
SC12B,LAMSAS,Female,70,White,At least some high school,Keeping house,32.76944,-79.92778,attic
SC12B,LAMSAS,Female,70,White,At least some high school,Keeping house,32.76944,-79.92778,garret
SC13,LAMSAS,Male,52,White,At least some college or beyond,Farmer,33.21444,-80.44806,garret
SC14A,LAMSAS,Male,84,White,Between 1 and 8 years,Farmer,33.18583,-80.57584,loft
SC14A,LAMSAS,Male,84,White,Between 1 and 8 years,Farmer,33.18583,-80.57584,garret
SC14B,LAMSAS,Male,51,White,At least some college or beyond,Clerical or sales position,32.56,-80.28,loft
SC15A,LAMSAS,Male,83,White,Between 1 and 8 years,Farmer,32.79055,-80.71889,garret
SC15A,LAMSAS,Male,83,White,Between 1 and 8 years,Farmer,32.79055,-80.71889,upstairs
SC15A,LAMSAS,Male,83,White,Between 1 and 8 years,Farmer,32.79055,-80.71889,garret
SC15B,LAMSAS,Male,68,White,At least some high school,Clerical or sales position,32.905,-80.66695,garret
SC15B,LAMSAS,Male,68,White,At least some high school,Clerical or sales position,32.905,-80.66695,attic
SC15C,LAMSAS,Male,85,White,Between 1 and 8 years,Clerical or sales position,33.16444,-81.07944,loft
SC15C,LAMSAS,Male,85,White,Between 1 and 8 years,Clerical or sales position,33.16444,-81.07944,a attic
SC16N,LAMSAS,Male,68,Black or African American,Between 1 and 8 years,Farmer,33.29694,-81.035,loft
SC16,LAMSAS,Male,69,White,Between 1 and 8 years,Farmer,33.30833,-81.02917,attic
SC16,LAMSAS,Male,69,White,Between 1 and 8 years,Farmer,33.30833,-81.02917,attic staircases
SC17A,LAMSAS,Female,76,White,Between 1 and 8 years,Keeping house,33.08055,-81.53528,loft
SC17B,LAMSAS,Male,68,White,Between 1 and 8 years,Public Servant,33.00778,-81.30861,overheaded
SC17B,LAMSAS,Male,68,White,Between 1 and 8 years,Public Servant,33.00778,-81.30861,upstairs
SC17C,LAMSAS,Female,88,White,At least some high school,"Manager, official, or proprietor",32.87083,-81.10973,garret
SC17D,LAMSAS,Male,78,White,At least some college or beyond,"Manager, official, or proprietor",32.875,-81.125,attic
SC17D,LAMSAS,Male,78,White,At least some college or beyond,"Manager, official, or proprietor",32.875,-81.125,garret
SC18N,LAMSAS,Male,75,Black or African American,Between 1 and 8 years,Clerical or sales position,32.8625,-81.11945,attic
SC18A,LAMSAS,Male,68,White,Between 1 and 8 years,Craftsman or foreman,32.86667,-81.10555,attic
SC18A,LAMSAS,Male,68,White,Between 1 and 8 years,Craftsman or foreman,32.86667,-81.10555,garret
SC18A,LAMSAS,Male,68,White,Between 1 and 8 years,Craftsman or foreman,32.86667,-81.10555,garret
SC18A,LAMSAS,Male,68,White,Between 1 and 8 years,Craftsman or foreman,32.86667,-81.10555,garret
SC18B,LAMSAS,Male,62,White,At least some high school,Operative,32.43139,-80.67,attic
SC18B,LAMSAS,Male,62,White,At least some high school,Operative,32.43139,-80.67,garret
SC18C!,LAMSAS,Female,61,White,At least some college or beyond,Keeping house,32.44861,-80.67083,attic
SC18C!,LAMSAS,Female,61,White,At least some college or beyond,Keeping house,32.44861,-80.67083,loft
SC18C!,LAMSAS,Female,61,White,At least some college or beyond,Keeping house,32.44861,-80.67083,garret
SC18D!,LAMSAS,Female,85,White,At least some high school,Keeping house,32.43889,-80.6875,garret
SC19N,LAMSAS,Male,53,Black or African American,Unknown,Farmer,32.37889,-80.69278,loft
SC19N,LAMSAS,Male,53,Black or African American,Unknown,Farmer,32.37889,-80.69278,cock loft
SC19A,LAMSAS,Female,51,White,At least some college or beyond,"Manager, official, or proprietor",32.41945,-80.69028,attic room
SC19A,LAMSAS,Female,51,White,At least some college or beyond,"Manager, official, or proprietor",32.41945,-80.69028,attic
SC19A,LAMSAS,Female,51,White,At least some college or beyond,"Manager, official, or proprietor",32.41945,-80.69028,garret
SC19A,LAMSAS,Female,51,White,At least some college or beyond,"Manager, official, or proprietor",32.41945,-80.69028,uncle's house
SC19B,LAMSAS,Male,70,White,At least some high school,Public Servant,32.21611,-80.75278,attic
SC19C,LAMSAS,Female,68,White,At least some high school,Keeping house,32.42083,-80.675,attic
SC19C,LAMSAS,Female,68,White,At least some high school,Keeping house,32.42083,-80.675,attic
SC19D!,LAMSAS,Male,67,White,At least some high school,Farmer,32.43333,-80.67944,garret
SC19E!,LAMSAS,Female,73,White,Unknown,Keeping house,32.40556,-80.68472,attic
SC19E!,LAMSAS,Female,73,White,Unknown,Keeping house,32.40556,-80.68472,garret
SC19E!,LAMSAS,Female,73,White,Unknown,Keeping house,32.40556,-80.68472,attic
SC19E!,LAMSAS,Female,73,White,Unknown,Keeping house,32.40556,-80.68472,dormer windows
SC19E!,LAMSAS,Female,73,White,Unknown,Keeping house,32.40556,-80.68472,attic
SC20A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,32.23695,-80.86056,loft
SC20A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,32.23695,-80.86056,upstairs
SC20B,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,32.40417,-80.68195,upstairs
SC20B,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,32.40417,-80.68195,loft
SC20C,LAMSAS,Male,72,White,At least some college or beyond,Farmer,34.39222,-79.5925,upstairs
SC20C,LAMSAS,Male,72,White,At least some college or beyond,Farmer,34.39222,-79.5925,loft
SC20D!,LAMSAS,Male,53,White,At least some college or beyond,Farmer,34.57944,-79.54667,garret
SC20D!,LAMSAS,Male,53,White,At least some college or beyond,Farmer,34.57944,-79.54667,attic
SC21A,LAMSAS,Female,70,White,Between 1 and 8 years,Farmer,34.51056,-79.65305,loft
SC21B,LAMSAS,Female,66,White,At least some high school,Keeping house,34.61722,-79.685,loft
SC21B,LAMSAS,Female,66,White,At least some high school,Keeping house,34.61722,-79.685,loft
SC22N,LAMSAS,Female,65,Black or African American,Unknown,Private household worker or gardener,34.47583,-80.14917,attic
SC22A,LAMSAS,Male,62,White,At least some high school,Clerical or sales position,34.73583,-80.08833,attic
SC22A,LAMSAS,Male,62,White,At least some high school,Clerical or sales position,34.73583,-80.08833,garret
SC22B,LAMSAS,Female,65,White,At least some high school,Keeping house,34.24639,-80.60722,attic
SC22B,LAMSAS,Female,65,White,At least some high school,Keeping house,34.24639,-80.60722,garret
SC22C!,LAMSAS,Male,74,White,At least some college or beyond,Farmer,34.11666,-80.58167,attic
SC22C!,LAMSAS,Male,74,White,At least some college or beyond,Farmer,34.11666,-80.58167,third story
SC22C!,LAMSAS,Male,74,White,At least some college or beyond,Farmer,34.11666,-80.58167,supper rooms
SC23A,LAMSAS,Male,81,White,Between 1 and 8 years,Clerical or sales position,34.2625,-80.59722,attic
SC23B,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,34.2375,-80.60278,upstairs
SC23B,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,34.2375,-80.60278,attic
SC23B,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,34.2375,-80.60278,garret
SC23B,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,34.2375,-80.60278,loft
SC23C,LAMSAS,Male,66,White,Between 1 and 8 years,Farmer,34.40222,-79.89528,NR
SC23D,LAMSAS,Male,66,White,Unknown,Farmer,34.40139,-80.1425,attic
SC23D,LAMSAS,Male,66,White,Unknown,Farmer,34.40139,-80.1425,upstairs
SC23E!,LAMSAS,Male,75,White,Unknown,Farmer,34.25195,-79.8275,garret
SC24N,LAMSAS,Male,82,Black or African American,Between 1 and 8 years,Operative,34.37528,-79.97611,loft
SC24A,LAMSAS,Male,67,White,Between 1 and 8 years,Farmer,34.25694,-79.83334,attic
SC24A,LAMSAS,Male,67,White,Between 1 and 8 years,Farmer,34.25694,-79.83334,attic
SC24A,LAMSAS,Male,67,White,Between 1 and 8 years,Farmer,34.25694,-79.83334,attic
SC24B,LAMSAS,Male,84,White,Between 1 and 8 years,Farmer,33.92028,-80.34167,loft
SC24B,LAMSAS,Male,84,White,Between 1 and 8 years,Farmer,33.92028,-80.34167,loft
SC24C,LAMSAS,Male,65,White,Between 1 and 8 years,Operative,33.94167,-80.375,loft
SC24C,LAMSAS,Male,65,White,Between 1 and 8 years,Operative,33.94167,-80.375,upstairs
SC24D!,LAMSAS,Male,86,White,At least some college or beyond,Professional or technical job,33.90833,-80.34167,attic rooms
SC24D!,LAMSAS,Male,86,White,At least some college or beyond,Professional or technical job,33.90833,-80.34167,garret
SC25A,LAMSAS,Female,78,White,Between 1 and 8 years,Keeping house,33.9575,-80.535,upstairs
SC25A,LAMSAS,Female,78,White,Between 1 and 8 years,Keeping house,33.9575,-80.535,loft
SC25B,LAMSAS,Male,77,White,At least some high school,Farmer,33.93333,-80.33334,garret
SC25C!,LAMSAS,Female,30,White,At least some college or beyond,Professional or technical job,33.93861,-80.90305,attic
SC26A,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,34.145,-81.27583,overhead
SC26A,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,34.145,-81.27583,attic
SC26A,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,34.145,-81.27583,garret
SC26B!,LAMSAS,Male,55,White,At least some college or beyond,Farmer,34.00056,-81.035,attic
SC26B!,LAMSAS,Male,55,White,At least some college or beyond,Farmer,34.00056,-81.035,garret
SC27A,LAMSAS,Male,71,White,At least some high school,Farmer,33.59722,-80.64778,attic
SC27B,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,33.66472,-80.77805,attic
SC27B,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,33.66472,-80.77805,upstairs
SC27B,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,33.66472,-80.77805,loft
SC28A,LAMSAS,Female,78,White,Between 1 and 8 years,Keeping house,33.43528,-80.92111,upstairs
SC28A,LAMSAS,Female,78,White,Between 1 and 8 years,Keeping house,33.43528,-80.92111,overheading
SC28B,LAMSAS,Male,39,White,At least some high school,Clerical or sales position,33.55333,-81.11889,attic
SC28C,LAMSAS,Male,44,White,At least some high school,Farmer,33.17833,-81.47916,attic
SC28D,LAMSAS,Female,19,White,Unknown,Clerical or sales position,33.18583,-81.59111,loft
SC28D,LAMSAS,Female,19,White,Unknown,Clerical or sales position,33.18583,-81.59111,attic
SC29A,LAMSAS,Male,78,White,At least some high school,Farmer,33.11222,-81.61139,loft
SC29A,LAMSAS,Male,78,White,At least some high school,Farmer,33.11222,-81.61139,overheading
SC29B,LAMSAS,Male,87,White,Between 1 and 8 years,Clerical or sales position,33.24472,-81.35889,loft
SC29B,LAMSAS,Male,87,White,Between 1 and 8 years,Clerical or sales position,33.24472,-81.35889,attic
SC29C,LAMSAS,Male,82,White,At least some high school,Farmer,33.51639,-81.58639,overhead
SC29C,LAMSAS,Male,82,White,At least some high school,Farmer,33.51639,-81.58639,loft
SC29D,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,33.56361,-81.80805,upper story
SC29D,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,33.56361,-81.80805,overheading
SC29E,LAMSAS,Male,,White,Unknown,Farmer,33.55083,-81.80417,attic
SC29E,LAMSAS,Male,,White,Unknown,Farmer,33.55083,-81.80417,loft
SC30A,LAMSAS,Male,63,White,Between 1 and 8 years,Farmer,33.56028,-81.71972,loft
SC30B,LAMSAS,Male,79,White,Between 1 and 8 years,Craftsman or foreman,33.21944,-81.73611,attic
SC30B,LAMSAS,Male,79,White,Between 1 and 8 years,Craftsman or foreman,33.21944,-81.73611,garret
SC30B,LAMSAS,Male,79,White,Between 1 and 8 years,Craftsman or foreman,33.21944,-81.73611,loft
SC30C!,LAMSAS,Female,73,White,At least some college or beyond,Keeping house,33.83194,-81.80111,attic
SC30C!,LAMSAS,Female,73,White,At least some college or beyond,Keeping house,33.83194,-81.80111,garret
SC30C!,LAMSAS,Female,73,White,At least some college or beyond,Keeping house,33.83194,-81.80111,garrets
SC31A,LAMSAS,Male,64,White,Between 1 and 8 years,"Manager, official, or proprietor",33.78944,-81.92973,upstairs
SC31A,LAMSAS,Male,64,White,Between 1 and 8 years,"Manager, official, or proprietor",33.78944,-81.92973,loft
SC31B,LAMSAS,Male,86,White,Between 1 and 8 years,Farmer,33.80139,-81.94167,garret
SC32A,LAMSAS,Male,80,White,At least some college or beyond,Farmer,33.99333,-81.07417,garret
SC32A,LAMSAS,Male,80,White,At least some college or beyond,Farmer,33.99333,-81.07417,attic
SC32B,LAMSAS,Male,86,White,At least some high school,Farmer,34.16583,-81.35,garret
SC32C,LAMSAS,Male,55,White,At least some college or beyond,Farmer,34.38055,-81.08667,NR
SC32D,LAMSAS,Male,78,White,At least some college or beyond,Professional or technical job,34.375,-81.09306,attic
SC33A,LAMSAS,Male,75,White,No formal schooling,Farmer,34.38889,-81.09722,loft
SC33B,LAMSAS,Male,75,White,Between 1 and 8 years,Public Servant,34.37083,-81.08334,loft
SC33B,LAMSAS,Male,75,White,Between 1 and 8 years,Public Servant,34.37083,-81.08334,garret
SC33B,LAMSAS,Male,75,White,Between 1 and 8 years,Public Servant,34.37083,-81.08334,wheat
SC34A,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,34.76833,-81.29305,upstairs
SC34A,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,34.76833,-81.29305,garret
SC34B,LAMSAS,Male,73,White,Between 1 and 8 years,"Manager, official, or proprietor",34.70472,-81.21445,attic
SC34C,LAMSAS,Female,80,White,At least some high school,Keeping house,34.72028,-80.77111,attic
SC34C,LAMSAS,Female,80,White,At least some high school,Keeping house,34.72028,-80.77111,garret
SC35A,LAMSAS,Female,59,White,Between 1 and 8 years,Keeping house,34.70833,-80.79167,loft
SC35A,LAMSAS,Female,59,White,Between 1 and 8 years,Keeping house,34.70833,-80.79167,attic
SC35B,LAMSAS,Male,37,White,Between 1 and 8 years,Operative,34.68889,-80.78333,loft
SC35C,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,34.92472,-81.02528,attic
SC35D,LAMSAS,Male,,White,Unknown,Clerical or sales position,34.95833,-81.03333,NA
SC35E!,LAMSAS,Male,84,White,At least some college or beyond,Professional or technical job,34.99417,-81.24223,garret
SC36A,LAMSAS,Male,73,White,Between 1 and 8 years,Farmer,34.91667,-81,loft
SC36A,LAMSAS,Male,73,White,Between 1 and 8 years,Farmer,34.91667,-81,attic
SC36A,LAMSAS,Male,73,White,Between 1 and 8 years,Farmer,34.91667,-81,garret
SC36A,LAMSAS,Male,73,White,Between 1 and 8 years,Farmer,34.91667,-81,loft
SC36B,LAMSAS,Female,76,White,Between 1 and 8 years,Keeping house,34.95083,-81.34111,attic
SC36B,LAMSAS,Female,76,White,Between 1 and 8 years,Keeping house,34.95083,-81.34111,garret
SC36C,LAMSAS,Male,73,White,At least some college or beyond,Farmer,34.99361,-82.1775,gallery
SC36C,LAMSAS,Male,73,White,At least some college or beyond,Farmer,34.99361,-82.1775,attic
SC36D!,LAMSAS,Male,80,White,At least some college or beyond,Professional or technical job,34.94944,-81.93222,attic
SC36D!,LAMSAS,Male,80,White,At least some college or beyond,Professional or technical job,34.94944,-81.93222,garret
SC37,LAMSAS,Male,66,White,Unknown,Craftsman or foreman,34.86278,-82.11444,attic
SC38N,LAMSAS,Male,73,Black or African American,At least some high school,Public Servant,34.95833,-81.95834,attic
SC38N,LAMSAS,Male,73,Black or African American,At least some high school,Public Servant,34.95833,-81.95834,loft
SC38N,LAMSAS,Male,73,Black or African American,At least some high school,Public Servant,34.95833,-81.95834,garret
SC38N,LAMSAS,Male,73,Black or African American,At least some high school,Public Servant,34.95833,-81.95834,walkway
SC38A,LAMSAS,Male,94,White,No formal schooling,Public Servant,34.72556,-81.68361,gallery
SC38A,LAMSAS,Male,94,White,No formal schooling,Public Servant,34.72556,-81.68361,loft
SC38B,LAMSAS,Male,66,White,Between 1 and 8 years,"Manager, official, or proprietor",34.27444,-81.61889,attic
SC38C!,LAMSAS,Male,75,White,At least some college or beyond,Professional or technical job,34.29167,-81.63333,loft
SC38C!,LAMSAS,Male,75,White,At least some college or beyond,Professional or technical job,34.29167,-81.63333,loft room
SC38D!,LAMSAS,Female,59,White,At least some college or beyond,Clerical or sales position,34.26667,-81.625,attic
SC38D!,LAMSAS,Female,59,White,At least some college or beyond,Clerical or sales position,34.26667,-81.625,garret
SC38D!,LAMSAS,Female,59,White,At least some college or beyond,Clerical or sales position,34.26667,-81.625,lofts
SC38D!,LAMSAS,Female,59,White,At least some college or beyond,Clerical or sales position,34.26667,-81.625,mountain cabins
SC38E!,LAMSAS,Male,,White,At least some college or beyond,Professional or technical job,34.27639,-81.60416,NR
SC39A,LAMSAS,Male,62,White,Between 1 and 8 years,Clerical or sales position,34.28611,-81.61667,attic
SC39A,LAMSAS,Male,62,White,Between 1 and 8 years,Clerical or sales position,34.28611,-81.61667,garret
SC39A,LAMSAS,Male,62,White,Between 1 and 8 years,Clerical or sales position,34.28611,-81.61667,loft
SC39B!,LAMSAS,Male,84,White,At least some college or beyond,Farmer,34.27917,-81.62083,garret
SC39B!,LAMSAS,Male,84,White,At least some college or beyond,Farmer,34.27917,-81.62083,attic
SC40A,LAMSAS,Male,63,White,Between 1 and 8 years,Farmer,34.36278,-81.96778,garret
SC40A,LAMSAS,Male,63,White,Between 1 and 8 years,Farmer,34.36278,-81.96778,attic
SC40A,LAMSAS,Male,63,White,Between 1 and 8 years,Farmer,34.36278,-81.96778,loft
SC40A,LAMSAS,Male,63,White,Between 1 and 8 years,Farmer,34.36278,-81.96778,attic
SC40A,LAMSAS,Male,63,White,Between 1 and 8 years,Farmer,34.36278,-81.96778,loft
