Informant,mantel,Project,Sex,Age,Ethnicity ,Education level,Occupation,Latitude,Longitude
SC18D!,mantelpiece,LAMSAS,Female,85,White,At least some high school,Keeping house,32.43889,-80.6875
SC19N,mantelpiece,LAMSAS,Male,53,Black or African American,Unknown,Farmer,32.37889,-80.69278
SC19A,mantelpiece,LAMSAS,Female,51,White,At least some college or beyond,"Manager, official, or proprietor",32.41945,-80.69028
SC19A,mantel,LAMSAS,Female,51,White,At least some college or beyond,"Manager, official, or proprietor",32.41945,-80.69028
SC19B,mantel,LAMSAS,Male,70,White,At least some high school,Public Servant,32.21611,-80.75278
SC19B,mantelpiece,LAMSAS,Male,70,White,At least some high school,Public Servant,32.21611,-80.75278
SC19C,mantel,LAMSAS,Female,68,White,At least some high school,Keeping house,32.42083,-80.675
SC19D!,mantelpiece,LAMSAS,Male,67,White,At least some high school,Farmer,32.43333,-80.67944
SC19E!,mantel,LAMSAS,Female,73,White,Unknown,Keeping house,32.40556,-80.68472
SC19E!,mantelpiece,LAMSAS,Female,73,White,Unknown,Keeping house,32.40556,-80.68472
SC20A,mantelboard,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,32.23695,-80.86056
SC20B,mantelpiece,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,32.40417,-80.68195
SC20B,mantelboard,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,32.40417,-80.68195
SC20C,mantelpiece,LAMSAS,Male,72,White,At least some college or beyond,Farmer,34.39222,-79.5925
SC20C,mantelboard,LAMSAS,Male,72,White,At least some college or beyond,Farmer,34.39222,-79.5925
SC20D!,mantelpiece,LAMSAS,Male,53,White,At least some college or beyond,Farmer,34.57944,-79.54667
SC21A,mantelshelf,LAMSAS,Female,70,White,Between 1 and 8 years,Farmer,34.51056,-79.65305
SC21A,mantelboard,LAMSAS,Female,70,White,Between 1 and 8 years,Farmer,34.51056,-79.65305
SC21B,mantel,LAMSAS,Female,66,White,At least some high school,Keeping house,34.61722,-79.685
SC21B,mantelboard,LAMSAS,Female,66,White,At least some high school,Keeping house,34.61722,-79.685
SC21B,fireboard,LAMSAS,Female,66,White,At least some high school,Keeping house,34.61722,-79.685
SC22N,mantelpiece,LAMSAS,Female,65,Black or African American,Unknown,Private household worker or gardener,34.47583,-80.14917
SC22A,mantelpiece,LAMSAS,Male,62,White,At least some high school,Clerical or sales position,34.73583,-80.08833
SC22B,mantel,LAMSAS,Female,65,White,At least some high school,Keeping house,34.24639,-80.60722
SC22B,mantelpiece,LAMSAS,Female,65,White,At least some high school,Keeping house,34.24639,-80.60722
SC22C!,mantelpiece,LAMSAS,Male,74,White,At least some college or beyond,Farmer,34.11666,-80.58167
SC22C!,mantel,LAMSAS,Male,74,White,At least some college or beyond,Farmer,34.11666,-80.58167
SC22C!,mantelboards,LAMSAS,Male,74,White,At least some college or beyond,Farmer,34.11666,-80.58167
SC22C!,shelves,LAMSAS,Male,74,White,At least some college or beyond,Farmer,34.11666,-80.58167
SC23A,mantelpiece,LAMSAS,Male,81,White,Between 1 and 8 years,Clerical or sales position,34.2625,-80.59722
SC23A,mantelboard,LAMSAS,Male,81,White,Between 1 and 8 years,Clerical or sales position,34.2625,-80.59722
SC23B,mantelpiece,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,34.2375,-80.60278
SC23B,fireboard,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,34.2375,-80.60278
SC23C,mantelpiece,LAMSAS,Male,66,White,Between 1 and 8 years,Farmer,34.40222,-79.89528
SC23C,mantelboard,LAMSAS,Male,66,White,Between 1 and 8 years,Farmer,34.40222,-79.89528
SC23D,mantel,LAMSAS,Male,66,White,Unknown,Farmer,34.40139,-80.1425
SC23D,mantelpiece,LAMSAS,Male,66,White,Unknown,Farmer,34.40139,-80.1425
SC23D,mantelpiece,LAMSAS,Male,66,White,Unknown,Farmer,34.40139,-80.1425
SC23E!,mantelpiece,LAMSAS,Male,75,White,Unknown,Farmer,34.25195,-79.8275
SC24N,mantel,LAMSAS,Male,82,Black or African American,Between 1 and 8 years,Operative,34.37528,-79.97611
SC24N,shelf,LAMSAS,Male,82,Black or African American,Between 1 and 8 years,Operative,34.37528,-79.97611
SC24N,little shelf,LAMSAS,Male,82,Black or African American,Between 1 and 8 years,Operative,34.37528,-79.97611
SC24A,mantelpiece,LAMSAS,Male,67,White,Between 1 and 8 years,Farmer,34.25694,-79.83334
SC24A,mantelpiece,LAMSAS,Male,67,White,Between 1 and 8 years,Farmer,34.25694,-79.83334
SC24A,mantelpiece,LAMSAS,Male,67,White,Between 1 and 8 years,Farmer,34.25694,-79.83334
SC24B,mantelpiece,LAMSAS,Male,84,White,Between 1 and 8 years,Farmer,33.92028,-80.34167
SC24B,shelf,LAMSAS,Male,84,White,Between 1 and 8 years,Farmer,33.92028,-80.34167
SC24C,the shelf,LAMSAS,Male,65,White,Between 1 and 8 years,Operative,33.94167,-80.375
SC24D!,mantelpiece,LAMSAS,Male,86,White,At least some college or beyond,Professional or technical job,33.90833,-80.34167
SC25A,mantelboard,LAMSAS,Female,78,White,Between 1 and 8 years,Keeping house,33.9575,-80.535
SC25B,mantelpiece,LAMSAS,Male,77,White,At least some high school,Farmer,33.93333,-80.33334
SC25B,mantelpiece,LAMSAS,Male,77,White,At least some high school,Farmer,33.93333,-80.33334
SC25B,mantelboard,LAMSAS,Male,77,White,At least some high school,Farmer,33.93333,-80.33334
SC25C!,mantelpiece,LAMSAS,Female,30,White,At least some college or beyond,Professional or technical job,33.93861,-80.90305
SC26A,mantel,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,34.145,-81.27583
SC26B!,mantel,LAMSAS,Male,55,White,At least some college or beyond,Farmer,34.00056,-81.035
SC26B!,mantelpiece,LAMSAS,Male,55,White,At least some college or beyond,Farmer,34.00056,-81.035
SC26B!,shelf,LAMSAS,Male,55,White,At least some college or beyond,Farmer,34.00056,-81.035
SC27A,mantelboard,LAMSAS,Male,71,White,At least some high school,Farmer,33.59722,-80.64778
SC27B,mantelpiece,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,33.66472,-80.77805
SC27B,mantelboard,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,33.66472,-80.77805
SC28A,mantelpiece,LAMSAS,Female,78,White,Between 1 and 8 years,Keeping house,33.43528,-80.92111
SC28A,mantelshelf,LAMSAS,Female,78,White,Between 1 and 8 years,Keeping house,33.43528,-80.92111
SC28B,mantel,LAMSAS,Male,39,White,At least some high school,Clerical or sales position,33.55333,-81.11889
SC28B,mantelpiece,LAMSAS,Male,39,White,At least some high school,Clerical or sales position,33.55333,-81.11889
SC28B,mantelshelf,LAMSAS,Male,39,White,At least some high school,Clerical or sales position,33.55333,-81.11889
SC28C,mantelpiece,LAMSAS,Male,44,White,At least some high school,Farmer,33.17833,-81.47916
SC28D,mantel,LAMSAS,Female,19,White,Unknown,Clerical or sales position,33.18583,-81.59111
SC28D,mantelpiece,LAMSAS,Female,19,White,Unknown,Clerical or sales position,33.18583,-81.59111
SC29A,mantel,LAMSAS,Male,78,White,At least some high school,Farmer,33.11222,-81.61139
SC29A,mantelpiece,LAMSAS,Male,78,White,At least some high school,Farmer,33.11222,-81.61139
SC29B,mantelpiece,LAMSAS,Male,87,White,Between 1 and 8 years,Clerical or sales position,33.24472,-81.35889
SC29C,mantelpiece,LAMSAS,Male,82,White,At least some high school,Farmer,33.51639,-81.58639
SC29C,mantelpiece,LAMSAS,Male,82,White,At least some high school,Farmer,33.51639,-81.58639
SC29C,mantelboard,LAMSAS,Male,82,White,At least some high school,Farmer,33.51639,-81.58639
SC29D,mantelpieces,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,33.56361,-81.80805
SC29D,fireboard,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,33.56361,-81.80805
SC29E,mantelpiece,LAMSAS,Male,,White,Unknown,Farmer,33.55083,-81.80417
SC30A,mantelpiece,LAMSAS,Male,63,White,Between 1 and 8 years,Farmer,33.56028,-81.71972
SC30B,mantel,LAMSAS,Male,79,White,Between 1 and 8 years,Craftsman or foreman,33.21944,-81.73611
SC30B,mantelpiece,LAMSAS,Male,79,White,Between 1 and 8 years,Craftsman or foreman,33.21944,-81.73611
SC30C!,mantel,LAMSAS,Female,73,White,At least some college or beyond,Keeping house,33.83194,-81.80111
SC30C!,mantelpiece,LAMSAS,Female,73,White,At least some college or beyond,Keeping house,33.83194,-81.80111
SC30C!,mantelshelf,LAMSAS,Female,73,White,At least some college or beyond,Keeping house,33.83194,-81.80111
SC31A,mantelpiece,LAMSAS,Male,64,White,Between 1 and 8 years,"Manager, official, or proprietor",33.78944,-81.92973
SC31B,mantelboard,LAMSAS,Male,86,White,Between 1 and 8 years,Farmer,33.80139,-81.94167
SC32A,mantelpiece,LAMSAS,Male,80,White,At least some college or beyond,Farmer,33.99333,-81.07417
SC32A,mantelboard,LAMSAS,Male,80,White,At least some college or beyond,Farmer,33.99333,-81.07417
SC32B,mantelpiece,LAMSAS,Male,86,White,At least some high school,Farmer,34.16583,-81.35
SC32B,shelf,LAMSAS,Male,86,White,At least some high school,Farmer,34.16583,-81.35
SC32B,mantel,LAMSAS,Male,86,White,At least some high school,Farmer,34.16583,-81.35
SC32C,mantel,LAMSAS,Male,55,White,At least some college or beyond,Farmer,34.38055,-81.08667
SC32C,mantelshelf,LAMSAS,Male,55,White,At least some college or beyond,Farmer,34.38055,-81.08667
SC32C,mantelpiece,LAMSAS,Male,55,White,At least some college or beyond,Farmer,34.38055,-81.08667
SC32D,mantel,LAMSAS,Male,78,White,At least some college or beyond,Professional or technical job,34.375,-81.09306
SC32D,mantelpiece,LAMSAS,Male,78,White,At least some college or beyond,Professional or technical job,34.375,-81.09306
SC33A,mantelpiece,LAMSAS,Male,75,White,No formal schooling,Farmer,34.38889,-81.09722
SC33A,fireboard,LAMSAS,Male,75,White,No formal schooling,Farmer,34.38889,-81.09722
SC33B,mantel,LAMSAS,Male,75,White,Between 1 and 8 years,Public Servant,34.37083,-81.08334
SC33B,mantelboard,LAMSAS,Male,75,White,Between 1 and 8 years,Public Servant,34.37083,-81.08334
SC33B,fireboard,LAMSAS,Male,75,White,Between 1 and 8 years,Public Servant,34.37083,-81.08334
SC34A,mantelboard,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,34.76833,-81.29305
SC34A,mantelpiece,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,34.76833,-81.29305
SC34B,mantelboards,LAMSAS,Male,73,White,Between 1 and 8 years,"Manager, official, or proprietor",34.70472,-81.21445
SC34C,mantelboard,LAMSAS,Female,80,White,At least some high school,Keeping house,34.72028,-80.77111
SC35A,fireboard,LAMSAS,Female,59,White,Between 1 and 8 years,Keeping house,34.70833,-80.79167
SC35A,mantelpiece,LAMSAS,Female,59,White,Between 1 and 8 years,Keeping house,34.70833,-80.79167
SC35B,mantel,LAMSAS,Male,37,White,Between 1 and 8 years,Operative,34.68889,-80.78333
SC35B,mantelboard,LAMSAS,Male,37,White,Between 1 and 8 years,Operative,34.68889,-80.78333
SC35C,mantel,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,34.92472,-81.02528
SC35D,NA,LAMSAS,Male,,White,Unknown,Clerical or sales position,34.95833,-81.03333
SC35E!,mantelboard,LAMSAS,Male,84,White,At least some college or beyond,Professional or technical job,34.99417,-81.24223
SC35E!,mantelpiece,LAMSAS,Male,84,White,At least some college or beyond,Professional or technical job,34.99417,-81.24223
SC36A,mantel,LAMSAS,Male,73,White,Between 1 and 8 years,Farmer,34.91667,-81
SC36A,fireboard,LAMSAS,Male,73,White,Between 1 and 8 years,Farmer,34.91667,-81
SC36B,mantel,LAMSAS,Female,76,White,Between 1 and 8 years,Keeping house,34.95083,-81.34111
SC36B,fireboard,LAMSAS,Female,76,White,Between 1 and 8 years,Keeping house,34.95083,-81.34111
SC36C,fireboard,LAMSAS,Male,73,White,At least some college or beyond,Farmer,34.99361,-82.1775
SC36C,mantelpiece,LAMSAS,Male,73,White,At least some college or beyond,Farmer,34.99361,-82.1775
SC36D!,mantel,LAMSAS,Male,80,White,At least some college or beyond,Professional or technical job,34.94944,-81.93222
SC36D!,mantelpiece,LAMSAS,Male,80,White,At least some college or beyond,Professional or technical job,34.94944,-81.93222
SC37,mantel,LAMSAS,Male,66,White,Unknown,Craftsman or foreman,34.86278,-82.11444
SC37,fireboard,LAMSAS,Male,66,White,Unknown,Craftsman or foreman,34.86278,-82.11444
SC38N,mantelpiece,LAMSAS,Male,73,Black or African American,At least some high school,Public Servant,34.95833,-81.95834
SC38N,mantelshelf,LAMSAS,Male,73,Black or African American,At least some high school,Public Servant,34.95833,-81.95834
SC38N,fireplace,LAMSAS,Male,73,Black or African American,At least some high school,Public Servant,34.95833,-81.95834
SC38N,fireboard,LAMSAS,Male,73,Black or African American,At least some high school,Public Servant,34.95833,-81.95834
SC38A,mantelpiece,LAMSAS,Male,94,White,No formal schooling,Public Servant,34.72556,-81.68361
SC38B,mantelpiece,LAMSAS,Male,66,White,Between 1 and 8 years,"Manager, official, or proprietor",34.27444,-81.61889
SC38B,mantelpiece,LAMSAS,Male,66,White,Between 1 and 8 years,"Manager, official, or proprietor",34.27444,-81.61889
SC38B,mantelboard,LAMSAS,Male,66,White,Between 1 and 8 years,"Manager, official, or proprietor",34.27444,-81.61889
SC38C!,mantelpiece,LAMSAS,Male,75,White,At least some college or beyond,Professional or technical job,34.29167,-81.63333
SC38D!,mantel,LAMSAS,Female,59,White,At least some college or beyond,Clerical or sales position,34.26667,-81.625
SC38D!,mantelpiece,LAMSAS,Female,59,White,At least some college or beyond,Clerical or sales position,34.26667,-81.625
SC38E!,NR,LAMSAS,Male,,White,At least some college or beyond,Professional or technical job,34.27639,-81.60416
SC39A,mantel,LAMSAS,Male,62,White,Between 1 and 8 years,Clerical or sales position,34.28611,-81.61667
SC39A,mantelboard,LAMSAS,Male,62,White,Between 1 and 8 years,Clerical or sales position,34.28611,-81.61667
SC39A,fireboard,LAMSAS,Male,62,White,Between 1 and 8 years,Clerical or sales position,34.28611,-81.61667
SC39B!,mantelpiece,LAMSAS,Male,84,White,At least some college or beyond,Farmer,34.27917,-81.62083
SC39B!,fireboard,LAMSAS,Male,84,White,At least some college or beyond,Farmer,34.27917,-81.62083
SC39B!,mantelboard,LAMSAS,Male,84,White,At least some college or beyond,Farmer,34.27917,-81.62083
SC40A,fireboard,LAMSAS,Male,63,White,Between 1 and 8 years,Farmer,34.36278,-81.96778
SC40A,mantelboard,LAMSAS,Male,63,White,Between 1 and 8 years,Farmer,34.36278,-81.96778
SC40A,four feet and a half,LAMSAS,Male,63,White,Between 1 and 8 years,Farmer,34.36278,-81.96778
SC40B,mantel,LAMSAS,Female,78,White,At least some college or beyond,Private household worker or gardener,34.35417,-81.99167
SC40B,mantelpiece,LAMSAS,Female,78,White,At least some college or beyond,Private household worker or gardener,34.35417,-81.99167
SC41A,mantel,LAMSAS,Female,79,White,Between 1 and 8 years,Keeping house,34.17805,-82.37917
SC41A,fireboard,LAMSAS,Female,79,White,Between 1 and 8 years,Keeping house,34.17805,-82.37917
SC41B,mantelpiece,LAMSAS,Male,58,White,Between 1 and 8 years,Farmer,34.1875,-82.3875
SC41B,mantelpiece,LAMSAS,Male,58,White,Between 1 and 8 years,Farmer,34.1875,-82.3875
SC41B,fireboard,LAMSAS,Male,58,White,Between 1 and 8 years,Farmer,34.1875,-82.3875
SC41B,fireboard,LAMSAS,Male,58,White,Between 1 and 8 years,Farmer,34.1875,-82.3875
SC42N,mantelpiece,LAMSAS,Female,54,Black or African American,Between 1 and 8 years,Private household worker or gardener,34.50333,-82.65028
SC42N,mantelboard,LAMSAS,Female,54,Black or African American,Between 1 and 8 years,Private household worker or gardener,34.50333,-82.65028
SC42N,fireboard,LAMSAS,Female,54,Black or African American,Between 1 and 8 years,Private household worker or gardener,34.50333,-82.65028
SC42N,fireboard,LAMSAS,Female,54,Black or African American,Between 1 and 8 years,Private household worker or gardener,34.50333,-82.65028
SC42N,mantelpiece,LAMSAS,Female,54,Black or African American,Between 1 and 8 years,Private household worker or gardener,34.50333,-82.65028
SC42N,mantelpiece,LAMSAS,Female,54,Black or African American,Between 1 and 8 years,Private household worker or gardener,34.50333,-82.65028
SC42N,tussock,LAMSAS,Female,54,Black or African American,Between 1 and 8 years,Private household worker or gardener,34.50333,-82.65028
SC42M,NR,LAMSAS,Female,100,Black or African American,No formal schooling,Private household worker or gardener,34.53333,-82.66666
SC42A,mantel,LAMSAS,Male,70,White,Between 1 and 8 years,Farmer,34.875,-82.45834
SC42A,candle board,LAMSAS,Male,70,White,Between 1 and 8 years,Farmer,34.875,-82.45834
SC42A,fireboard,LAMSAS,Male,70,White,Between 1 and 8 years,Farmer,34.875,-82.45834
SC42A,candle board,LAMSAS,Male,70,White,Between 1 and 8 years,Farmer,34.875,-82.45834
SC42B!,mantelpiece,LAMSAS,Female,67,White,At least some college or beyond,Keeping house,34.83333,-82.4375
SC42B!,fire shelf,LAMSAS,Female,67,White,At least some college or beyond,Keeping house,34.83333,-82.4375
SC42C!,mantel,LAMSAS,Male,58,White,At least some college or beyond,Professional or technical job,34.8525,-82.39417
SC42C!,mantelshelf,LAMSAS,Male,58,White,At least some college or beyond,Professional or technical job,34.8525,-82.39417
SC42C!,mantelpiece,LAMSAS,Male,58,White,At least some college or beyond,Professional or technical job,34.8525,-82.39417
SC42C!,mantel,LAMSAS,Male,58,White,At least some college or beyond,Professional or technical job,34.8525,-82.39417
SC42C!,mantelpiece,LAMSAS,Male,58,White,At least some college or beyond,Professional or technical job,34.8525,-82.39417
SC42C!,mantelshelf,LAMSAS,Male,58,White,At least some college or beyond,Professional or technical job,34.8525,-82.39417
SC42D!,mantelpiece,LAMSAS,Male,26,White,At least some college or beyond,Professional or technical job,34.80833,-82.375
SC42D!,mantelpiece,LAMSAS,Male,26,White,At least some college or beyond,Professional or technical job,34.80833,-82.375
SC42E!,mantelpiece,LAMSAS,Male,52,White,At least some college or beyond,Professional or technical job,34.85139,-82.42223
SC43A,mantelpiece,LAMSAS,Male,100,White,Unknown,Farmer,34.825,-82.42917
SC43A,manteltree,LAMSAS,Male,100,White,Unknown,Farmer,34.825,-82.42917
SC43B,mantel,LAMSAS,Male,66,White,Between 1 and 8 years,Farmer,34.87083,-82.39167
SC43B,fireboards,LAMSAS,Male,66,White,Between 1 and 8 years,Farmer,34.87083,-82.39167
SC43B,fireboard,LAMSAS,Male,66,White,Between 1 and 8 years,Farmer,34.87083,-82.39167
SC43B,mantelpiece,LAMSAS,Male,66,White,Between 1 and 8 years,Farmer,34.87083,-82.39167
SC43B,fireboard,LAMSAS,Male,66,White,Between 1 and 8 years,Farmer,34.87083,-82.39167
SC43C,mantel,LAMSAS,Male,69,White,At least some college or beyond,Professional or technical job,35.00278,-82.65305
SC43C,fireboard,LAMSAS,Male,69,White,At least some college or beyond,Professional or technical job,35.00278,-82.65305
