Informant,Project,Sex,Age,Ethnicity ,Education level,Occupation,Latitude,Longitude,frying pan,comments,,,
NY27B,LAMSAS,Female,82,White,At least some high school,"Manager, official, or proprietor",43.85556,-73.44028,spider,,,,
NY27C,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,43.83333,-73.42223,fry pan,,,,
NY27C,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,43.83333,-73.42223,spider,,,,
NY28A,LAMSAS,Female,54,White,Between 1 and 8 years,Keeping house,44.69944,-73.45333,skillet,,,,
NY28A,LAMSAS,Female,54,White,Between 1 and 8 years,Keeping house,44.69944,-73.45333,frying pan,,,,
NY28B,LAMSAS,Female,87,White,At least some college or beyond,Keeping house,44.88972,-73.43639,frying pan,,,,
NY28B,LAMSAS,Female,87,White,At least some college or beyond,Keeping house,44.88972,-73.43639,spider,,,,
NY28B,LAMSAS,Female,87,White,At least some college or beyond,Keeping house,44.88972,-73.43639,spider,,,,
NY28B,LAMSAS,Female,87,White,At least some college or beyond,Keeping house,44.88972,-73.43639,griddle,,,,
NY28C,LAMSAS,Female,85,White,Unknown,Keeping house,44.98639,-73.44695,oven,,,,
NY28C,LAMSAS,Female,85,White,Unknown,Keeping house,44.98639,-73.44695,oven,,,,
NY29A,LAMSAS,Male,84,White,Between 1 and 8 years,Farmer,44.85778,-74.03389,frying pan,,,,
NY29A,LAMSAS,Male,84,White,Between 1 and 8 years,Farmer,44.85778,-74.03389,frying pan,,,,
NY29A,LAMSAS,Male,84,White,Between 1 and 8 years,Farmer,44.85778,-74.03389,spider,,,,
NY29A,LAMSAS,Male,84,White,Between 1 and 8 years,Farmer,44.85778,-74.03389,spider,,,,
NY29B,LAMSAS,Male,67,White,Between 1 and 8 years,Operative,44.84861,-74.29528,frying pans,,,,
NY29B,LAMSAS,Male,67,White,Between 1 and 8 years,Operative,44.84861,-74.29528,frying pans,,,,
NY29B,LAMSAS,Male,67,White,Between 1 and 8 years,Operative,44.84861,-74.29528,spider,,,,
NY29B,LAMSAS,Male,67,White,Between 1 and 8 years,Operative,44.84861,-74.29528,spider,,,,
NY29C,LAMSAS,Male,70,White,At least some high school,"Manager, official, or proprietor",44.84167,-74.29166,frying pan,,,,
NY29C,LAMSAS,Male,70,White,At least some high school,"Manager, official, or proprietor",44.84167,-74.29166,frying pan,,,,
NY29C,LAMSAS,Male,70,White,At least some high school,"Manager, official, or proprietor",44.84167,-74.29166,frying pan,,,,
NY29C,LAMSAS,Male,70,White,At least some high school,"Manager, official, or proprietor",44.84167,-74.29166,spider,,,,
NY29C,LAMSAS,Male,70,White,At least some high school,"Manager, official, or proprietor",44.84167,-74.29166,spider,,,,
NY29C,LAMSAS,Male,70,White,At least some high school,"Manager, official, or proprietor",44.84167,-74.29166,spider,,,,
NY30A,LAMSAS,Male,82,White,Between 1 and 8 years,Farmer,44.51056,-74.88805,frying pan,,,,
NY30A,LAMSAS,Male,82,White,Between 1 and 8 years,Farmer,44.51056,-74.88805,frying pan,,,,
NY30A,LAMSAS,Male,82,White,Between 1 and 8 years,Farmer,44.51056,-74.88805,spider,,,,
NY30A,LAMSAS,Male,82,White,Between 1 and 8 years,Farmer,44.51056,-74.88805,spider,,,,
NY30B,LAMSAS,Male,87,White,Between 1 and 8 years,Craftsman or foreman,44.70555,-74.71528,skillet,,,,
NY30B,LAMSAS,Male,87,White,Between 1 and 8 years,Craftsman or foreman,44.70555,-74.71528,frying pan,,,,
NY30B,LAMSAS,Male,87,White,Between 1 and 8 years,Craftsman or foreman,44.70555,-74.71528,cook oven,,,,
NY30B,LAMSAS,Male,87,White,Between 1 and 8 years,Craftsman or foreman,44.70555,-74.71528,spider,,,,
NY30C,LAMSAS,Male,85,White,Between 1 and 8 years,Farmer,44.69028,-74.70361,spider,,,,
NY30C,LAMSAS,Male,85,White,Between 1 and 8 years,Farmer,44.69028,-74.70361,spider,,,,
NY30D,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,44.7,-74.70834,frying pan,,,,
NY30D,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,44.7,-74.70834,frying pan,,,,
NY30D,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,44.7,-74.70834,spider,,,,
NY30D,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,44.7,-74.70834,spider,,,,
NY30E,LAMSAS,Female,75,White,At least some high school,Keeping house,44.69083,-74.68195,frying pan,,,,
NY30E,LAMSAS,Female,75,White,At least some high school,Keeping house,44.69083,-74.68195,frying pan,,,,
NY30E,LAMSAS,Female,75,White,At least some high school,Keeping house,44.69083,-74.68195,frying pan,,,,
NY30E,LAMSAS,Female,75,White,At least some high school,Keeping house,44.69083,-74.68195,spider,,,,
NY30E,LAMSAS,Female,75,White,At least some high school,Keeping house,44.69083,-74.68195,spider,,,,
NY30E,LAMSAS,Female,75,White,At least some high school,Keeping house,44.69083,-74.68195,spider,,,,
NY31A,LAMSAS,Male,94,White,At least some high school,"Manager, official, or proprietor",44.11444,-75.97417,frying pan,,,,
NY31A,LAMSAS,Male,94,White,At least some high school,"Manager, official, or proprietor",44.11444,-75.97417,frying pan,,,,
NY31A,LAMSAS,Male,94,White,At least some high school,"Manager, official, or proprietor",44.11444,-75.97417,iron spider,,,,
NY31A,LAMSAS,Male,94,White,At least some high school,"Manager, official, or proprietor",44.11444,-75.97417,iron spider,,,,
NY31B,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,44.21528,-75.7975,frying pan,,,,
NY31B,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,44.21528,-75.7975,frying pan,,,,
NY31B,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,44.21528,-75.7975,spider,,,,
NY31B,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,44.21528,-75.7975,spider,,,,
NY32A,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,43.56667,-75.42889,frying pans,,,,
NY32A,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,43.56667,-75.42889,frying pans,,,,
NY32A,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,43.56667,-75.42889,spiders,,,,
NY32A,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,43.56667,-75.42889,spiders,,,,
NY32B,LAMSAS,Male,71,White,Between 1 and 8 years,Farmer,43.83778,-75.44055,spider,,,,
NY33A,LAMSAS,Male,52,White,Between 1 and 8 years,Public Servant,43.71,-74.97472,frying pan,,,,
NY33A,LAMSAS,Male,52,White,Between 1 and 8 years,Public Servant,43.71,-74.97472,frying pan,,,,
NY33A,LAMSAS,Male,52,White,Between 1 and 8 years,Public Servant,43.71,-74.97472,spider,,,,
NY33A,LAMSAS,Male,52,White,Between 1 and 8 years,Public Servant,43.71,-74.97472,spider,,,,
NY33B,LAMSAS,Male,50,White,At least some high school,Professional or technical job,43.70778,-74.97722,NR,,,,
NY33C,LAMSAS,Male,57,White,At least some high school,"Manager, official, or proprietor",43.81833,-74.91556,iron frying pan,,,,
NY33C,LAMSAS,Male,57,White,At least some high school,"Manager, official, or proprietor",43.81833,-74.91556,skillet,,,,
NY33C,LAMSAS,Male,57,White,At least some high school,"Manager, official, or proprietor",43.81833,-74.91556,spider,,,,
NY34A,LAMSAS,Male,85,White,At least some college or beyond,Farmer,43.43528,-76.56416,spider,,,,
NY34A,LAMSAS,Male,85,White,At least some college or beyond,Farmer,43.43528,-76.56416,spider,,,,
NY34A,LAMSAS,Male,85,White,At least some college or beyond,Farmer,43.43528,-76.56416,spiders,,,,
NY34A,LAMSAS,Male,85,White,At least some college or beyond,Farmer,43.43528,-76.56416,spiders,,,,
NY34B,LAMSAS,Female,65,White,Between 1 and 8 years,Operative,43.45528,-76.51083,frying pan,,,,
NY34B,LAMSAS,Female,65,White,Between 1 and 8 years,Operative,43.45528,-76.51083,skillet,,,,
NY34B,LAMSAS,Female,65,White,Between 1 and 8 years,Operative,43.45528,-76.51083,spiders,,,,
NY34C,LAMSAS,Male,81,White,At least some college or beyond,Professional or technical job,43.56694,-76.12805,spider,,,,
NY34C,LAMSAS,Male,81,White,At least some college or beyond,Professional or technical job,43.56694,-76.12805,spider,,,,
NY34C,LAMSAS,Male,81,White,At least some college or beyond,Professional or technical job,43.56694,-76.12805,frying pan,,,,
NY34C,LAMSAS,Male,81,White,At least some college or beyond,Professional or technical job,43.56694,-76.12805,frying pan,,,,
NY34D!,LAMSAS,Male,81,White,At least some high school,"Manager, official, or proprietor",43.44361,-76.51945,spider,,,,
NY34D!,LAMSAS,Male,81,White,At least some high school,"Manager, official, or proprietor",43.44361,-76.51945,spider,,,,
NY34D!,LAMSAS,Male,81,White,At least some high school,"Manager, official, or proprietor",43.44361,-76.51945,skillet,,,,
NY34D!,LAMSAS,Male,81,White,At least some high school,"Manager, official, or proprietor",43.44361,-76.51945,iron,,,,
NY35A,LAMSAS,Male,78,White,Between 1 and 8 years,Farmer,43.03444,-76.44833,spider,,,,
NY35B,LAMSAS,Female,45,White,At least some high school,Keeping house,42.97805,-75.93333,spider,,,,
NY35C!,LAMSAS,Male,62,White,At least some high school,"Manager, official, or proprietor",43.04805,-76.14778,frying pan,,,,
NY36A,LAMSAS,Male,78,White,At least some high school,Farmer,42.93,-75.85306,spider,,,,
NY36A,LAMSAS,Male,78,White,At least some high school,Farmer,42.93,-75.85306,frying pan,,,,
NY36B,LAMSAS,Male,52,White,At least some high school,Farmer,42.96722,-75.68833,spider,,,,
NY37A,LAMSAS,Female,80,White,At least some high school,Keeping house,43.30333,-75.51833,frying pan,,,,
NY37A,LAMSAS,Female,80,White,At least some high school,Keeping house,43.30333,-75.51833,spider,,,,
NY37B,LAMSAS,Male,42,White,At least some high school,Private household worker or gardener,43.13667,-75.25945,frying pan,,,,
NY37C!,LAMSAS,Female,52,White,At least some high school,Keeping house,43.10083,-75.23306,spider,,,,
NY38A,LAMSAS,Male,81,White,At least some high school,Farmer,42.9325,-75.0375,spider,,,,
NY38B,LAMSAS,Male,54,White,At least some high school,Farmer,43.015,-75.03584,spider,,,,
NY38C,LAMSAS,Female,,White,Unknown,Unknown,42.96139,-74.90361,spider,,,,
NY39A,LAMSAS,Male,79,White,At least some high school,Farmer,42.59139,-74.75083,spider,,,,
NY39B,LAMSAS,Male,43,White,At least some high school,Farmer,42.78028,-75.02834,spider,,,,
NY40A,LAMSAS,Male,79,White,At least some high school,Farmer,42.26194,-74.785,spider,,,,
NY40B,LAMSAS,Male,51,White,At least some high school,"Manager, official, or proprietor",42.16945,-75.12972,spider,,,,
NY41,LAMSAS,Male,47,White,At least some high school,Farmer,42.61694,-75.60278,spider,,,,
NY42A,LAMSAS,Male,63,White,At least some high school,Farmer,42.42916,-76.49528,spider,,,,
NY42A,LAMSAS,Male,63,White,At least some high school,Farmer,42.42916,-76.49528,spider,,,,
NY42B,LAMSAS,Male,45,White,At least some high school,Farmer,42.66611,-76.10194,spider,,,,
NY43A,LAMSAS,Male,80,White,Unknown,Farmer,42.32889,-75.96806,spider,,,,
NY43A,LAMSAS,Male,80,White,Unknown,Farmer,42.32889,-75.96806,frying pan,,,,
NY43B,LAMSAS,Male,41,White,At least some high school,Farmer,42.35833,-76.06194,spider,,,,
NY43B,LAMSAS,Male,41,White,At least some high school,Farmer,42.35833,-76.06194,spider,,,,
NY43C!,LAMSAS,Female,47,White,At least some high school,Keeping house,42.09861,-75.91833,frying pan,,,,
NY44A,LAMSAS,Male,78,White,At least some high school,Farmer,42.05806,-76.33611,frying pan,,,,
NY44B,LAMSAS,Male,38,White,At least some high school,Farmer,42.14139,-76.43945,frying pan,,,,
NY45A,LAMSAS,Male,72,White,Between 1 and 8 years,Private household worker or gardener,42.10833,-76.83334,spiders,,,,
NY45A,LAMSAS,Male,72,White,Between 1 and 8 years,Private household worker or gardener,42.10833,-76.83334,spider,,,,
NY45B,LAMSAS,Male,75,White,Between 1 and 8 years,Clerical or sales position,42.20333,-76.88805,spiders,,,,
NY45B,LAMSAS,Male,75,White,Between 1 and 8 years,Clerical or sales position,42.20333,-76.88805,spiders,,,,
NY45B,LAMSAS,Male,75,White,Between 1 and 8 years,Clerical or sales position,42.20333,-76.88805,pancake griddle,,,,
NY45B,LAMSAS,Male,75,White,Between 1 and 8 years,Clerical or sales position,42.20333,-76.88805,pancake griddle,,,,
NY45C,LAMSAS,Male,70,White,Between 1 and 8 years,Farmer,42.13722,-76.93723,frying pan,,,,
NY45C,LAMSAS,Male,70,White,Between 1 and 8 years,Farmer,42.13722,-76.93723,spider,,,,
NY45D!,LAMSAS,Female,72,White,At least some college or beyond,Other (see notes),42.08972,-76.80805,spiders,,,,
NY46A,LAMSAS,Male,82,White,Between 1 and 8 years,Craftsman or foreman,42.30556,-77.04945,frying pans,,,,
NY46A,LAMSAS,Male,82,White,Between 1 and 8 years,Craftsman or foreman,42.30556,-77.04945,frying pans,,,,
NY46A,LAMSAS,Male,82,White,Between 1 and 8 years,Craftsman or foreman,42.30556,-77.04945,frying pans,,,,
NY46A,LAMSAS,Male,82,White,Between 1 and 8 years,Craftsman or foreman,42.30556,-77.04945,frying pans,,,,
NY46A,LAMSAS,Male,82,White,Between 1 and 8 years,Craftsman or foreman,42.30556,-77.04945,spider,,,,
NY46A,LAMSAS,Male,82,White,Between 1 and 8 years,Craftsman or foreman,42.30556,-77.04945,spider,,,,
NY46B,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,42.43028,-76.93305,spider,,,,
NY46C,LAMSAS,Female,73,White,Between 1 and 8 years,Keeping house,42.34861,-76.95667,frying pan,,,,
NY47A,LAMSAS,Male,57,White,Between 1 and 8 years,Farmer,42.36195,-76.59111,frying pan,,,,
NY47A,LAMSAS,Male,57,White,Between 1 and 8 years,Farmer,42.36195,-76.59111,frying pan,,,,
NY47A,LAMSAS,Male,57,White,Between 1 and 8 years,Farmer,42.36195,-76.59111,frying pan,,,,
NY47A,LAMSAS,Male,57,White,Between 1 and 8 years,Farmer,42.36195,-76.59111,skillet,,,,
NY47A,LAMSAS,Male,57,White,Between 1 and 8 years,Farmer,42.36195,-76.59111,skillet,,,,
NY47A,LAMSAS,Male,57,White,Between 1 and 8 years,Farmer,42.36195,-76.59111,skillet,,,,
NY47A,LAMSAS,Male,57,White,Between 1 and 8 years,Farmer,42.36195,-76.59111,spider,,,,
NY47A,LAMSAS,Male,57,White,Between 1 and 8 years,Farmer,42.36195,-76.59111,spider,,,,
NY47A,LAMSAS,Male,57,White,Between 1 and 8 years,Farmer,42.36195,-76.59111,spider,,,,
NY47A,LAMSAS,Male,57,White,Between 1 and 8 years,Farmer,42.36195,-76.59111,frying pan,,,,
NY47A,LAMSAS,Male,57,White,Between 1 and 8 years,Farmer,42.36195,-76.59111,frying pan,,,,
NY47A,LAMSAS,Male,57,White,Between 1 and 8 years,Farmer,42.36195,-76.59111,frying pan,,,,
NY47B,LAMSAS,Male,40,White,At least some college or beyond,Farmer,42.49083,-76.2975,frying pan,,,,
NY48A,LAMSAS,Male,78,White,Between 1 and 8 years,Public Servant,43.16806,-76.57333,spiders,,,,
NY48A,LAMSAS,Male,78,White,Between 1 and 8 years,Public Servant,43.16806,-76.57333,spiders,,,,
NY48A,LAMSAS,Male,78,White,Between 1 and 8 years,Public Servant,43.16806,-76.57333,spiders,,,,
NY48B,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,43.16555,-76.53722,spider,,,,
NY48B,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,43.16555,-76.53722,spider,,,,
NY48B,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,43.16555,-76.53722,griddle,,,,
NY48B,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,43.16555,-76.53722,griddle,,,,
NY48C,LAMSAS,Male,63,White,At least some high school,Farmer,43.22139,-76.55666,spider,,,,
NY48C,LAMSAS,Male,63,White,At least some high school,Farmer,43.22139,-76.55666,frying pan,,,,
NY48C,LAMSAS,Male,63,White,At least some high school,Farmer,43.22139,-76.55666,skillet,,,,
NY48D,LAMSAS,Female,60,White,Between 1 and 8 years,Keeping house,43.19722,-76.65472,frying pans,,,,
NY48D,LAMSAS,Female,60,White,Between 1 and 8 years,Keeping house,43.19722,-76.65472,spider,,,,
NY49A,LAMSAS,Male,87,White,Between 1 and 8 years,Farmer,42.75222,-76.83389,NR,,,,
NY49B,LAMSAS,Male,44,White,Unknown,Unknown,42.81417,-76.80945,frying pan,,,,
NY49C,LAMSAS,Male,80,White,Between 1 and 8 years,Craftsman or foreman,42.90472,-76.86305,frying pan,,,,
NY49C,LAMSAS,Male,80,White,Between 1 and 8 years,Craftsman or foreman,42.90472,-76.86305,skillet,,,,
NY49C,LAMSAS,Male,80,White,Between 1 and 8 years,Craftsman or foreman,42.90472,-76.86305,with legs,,,,
NY49D,LAMSAS,Female,50,White,Unknown,Clerical or sales position,42.91056,-76.79694,spider,,,,
NY49D,LAMSAS,Female,50,White,Unknown,Clerical or sales position,42.91056,-76.79694,frying pan,,,,
NY50A,LAMSAS,Female,92,White,At least some high school,Operative,43.23778,-77.06167,spiders,,,,
NY50A,LAMSAS,Female,92,White,At least some high school,Operative,43.23778,-77.06167,spiders,,,,
NY50A,LAMSAS,Female,92,White,At least some high school,Operative,43.23778,-77.06167,iron spiders,,,,
NY50A,LAMSAS,Female,92,White,At least some high school,Operative,43.23778,-77.06167,iron spiders,,,,
NY50B,LAMSAS,Male,75,White,At least some high school,Professional or technical job,43.23056,-77.04444,spider,,,,
NY50B,LAMSAS,Male,75,White,At least some high school,Professional or technical job,43.23056,-77.04444,pancake griddle,,,,
NY51A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,42.80972,-77.53472,frying pans,,,,
NY51A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,42.80972,-77.53472,frying pans,,,,
NY51A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,42.80972,-77.53472,frying pans,,,,
NY51A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,42.80972,-77.53472,frying pans,,,,
NY51A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,42.80972,-77.53472,spiders,,,,
NY51A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,42.80972,-77.53472,spiders,,,,
NY51A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,42.80972,-77.53472,spiders,,,,
NY51A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,42.80972,-77.53472,spiders,,,,
NY51A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,42.80972,-77.53472,skillets,,,,
NY51A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,42.80972,-77.53472,skillets,,,,
NY51A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,42.80972,-77.53472,skillets,,,,
NY51A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,42.80972,-77.53472,skillets,,,,
NY51B,LAMSAS,Male,87,White,At least some high school,Farmer,42.86889,-76.97806,iron spiders,,,,
NY51B,LAMSAS,Male,87,White,At least some high school,Farmer,42.86889,-76.97806,frying pans,,,,
NY51C,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,42.61528,-77.40278,skillets,,,,
NY51C,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,42.61528,-77.40278,skillets,,,,
NY51C,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,42.61528,-77.40278,spiders,,,,
NY51C,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,42.61528,-77.40278,spiders,,,,
NY51C,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,42.61528,-77.40278,frying pans,,,,
NY51C,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,42.61528,-77.40278,frying pans,,,,
NY51D,LAMSAS,Female,70,White,At least some high school,Keeping house,42.60695,-77.40833,skillet,,,,
NY51D,LAMSAS,Female,70,White,At least some high school,Keeping house,42.60695,-77.40833,skillet,,,,
NY51D,LAMSAS,Female,70,White,At least some high school,Keeping house,42.60695,-77.40833,spider,,,,
