Informant,Project,Sex,Age,Ethnicity ,Education level,Occupation,Latitude,Longitude,picket fence
OH16C,LANCS,Male,66,White,At least some college or beyond,Teacher,41.4784,-81.4673,picket fence
OH17A,LANCS,Male,86,White,At least some high school,Farmer,41.1432,-81.8552,picket fence
OH17B,LANCS,Male,72,White,Between 1 and 8 yrs.,Farmer,41.1432,-81.8552,picket fence
OH17C,LANCS,Female,64,White,At least some high school,Operative,41.1432,-81.8552,picket fence
OH17D,LANCS,Male,39,White,At least some college or beyond,"Manager, official, or proprietor",41.0256,-81.7299,"rail fence, pickets"
OH18A,LANCS,Male,82,White,At least some college or beyond,Farmer,41.3126,-81.1437,"picket fence, woven picket fence"
OH18B,LANCS,Female,57,White,At least some high school,Service worker,41.1576,-81.242,picket fence
OH18C,LANCS,Male,53,White,At least some high school,Farmer,41.2392,-81.3459,picket fence
OH19A,LANCS,Male,82,White,At least some high school,Farmer,40.7487,-84.7911,picket fence
OH19B,LANCS,Male,87,White,Between 1 and 8 yrs.,Farmer,40.7864,-84.4569,"picket fence, pickets"
OH19C,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,40.868,-84.5825,"hedge fence, picket fence, ohzage fence"
OH20A,LANCS,Male,76,White,At least some high school,Farmer,41.0181,-83.9219,picket fence
OH20B,LANCS,Male,77,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",41.0289,-84.0791,picket fence
OH21A,LANCS,Male,79,White,Between 1 and 8 yrs.,Operative,40.8273,-83.2813,a picket fence
OH21B,LANCS,Female,88,White,Unknown,Keeping house,40.8273,-83.2813,picket fence
OH21C,LANCS,Male,85,White,Between 1 and 8 yrs.,Farmer,40.8273,-83.2813,picket fence
OH21D,LANCS,Female,50,White,Unknown,Keeping house,40.8273,-83.2813,picket
OH22A,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,40.2133,-82.1354,picket fence
OH22B,LANCS,Male,63,White,Between 1 and 8 yrs.,Operative,40.3756,-82.3971,"yard fence, picket fence"
OH23A,LANCS,Male,81,White,Between 1 and 8 yrs.,Farmer,40.8687,-82.3182,a picket fence
OH23B,LANCS,Male,65,White,At least some high school,Farmer,40.9701,-81.6965,picket fence
OH23C,LANCS,Female,79,White,At least some high school,Keeping house,40.9628,-81.7131,"picket fence, yard fence"
OH24A,LANCS,Male,76,White,Between 1 and 8 yrs.,Public servant,40.5545,-81.9179,"pailing fence, picket fence"
OH24B,LANCS,Female,69,White,Between 1 and 8 yrs.,Clerical and sales,40.5545,-81.9179,picket fence
OH25,LANCS,Male,88,White,At least some high school,Clerical and sales,40.4898,-81.4457,picket fences
OH26A,LANCS,Male,83,White,No formal schooling,Farmer,40.1028,-84.633,pailing fence
OH26B,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,40.1028,-84.633,picket fence
OH27A,LANCS,Male,85,White,Between 1 and 8 yrs.,Operative,40.1084,-83.7524,"pailing fence, picket fence"
OH27B,LANCS,Female,62,White,At least some high school,Keeping house,40.1084,-83.7524,picket fence
OH28A,LANCS,Male,87,White,At least some high school,"Manager, official, or proprietor",40.0931,-83.018,picket fence
OH28B,LANCS,Male,79,White,At least some high school,Farmer,39.9548,-83.8121,"picket fence, woven wire pailing fence"
OH28C,LANCS,Male,62,White,At least some college or beyond,"Manager, official, or proprietor",39.9612,-82.9988,missing
OH29A,LANCS,Male,83,White,Between 1 and 8 yrs.,Farmer ,39.6495,-82.7443,picket fence
OH29B,LANCS,Male,65,White,At least some high school,"Manager, official, or proprietor",39.7137,-82.5993,picket fence
OH30A,LANCS,Male,87,White,Between 1 and 8 yrs.,Farmer,39.9937,-81.734,NR
OH30B,LANCS,Female,70,White,At least some high school,Keeping house,39.9937,-81.734,"picket fence, pailings"
OH31A,LANCS,Male,75,White,At least some high school,Farmer,39.9342,-81.4623,pailing fence
OH31B,LANCS,Male,74,White,Between 1 and 8 yrs.,Laborer,39.9248,-81.4618,"pailing fence, picket fence, board fence"
OH31C,LANCS,Male,71,White,At least some high school,Farmer,39.9848,-81.4585,"pailing fence, picket fence"
OH32A,LANCS,Female,73,White,At least some high school,Farmer's wife,39.5955,-84.7524,"slat fence, picket fence, plank fence"
OH32B,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,39.4304,-84.7524,"stake and ridered, picket fence"
OH32C,LANCS,Male,60,White,At least some college or beyond,"Manager, official, or proprietor",39.5955,-84.7524,picket
OH32D,LANCS,Female,64,White,At least some college or beyond,Keeping house,39.507,-84.7452,picket fence
OH33A,LANCS,Male,94,White,Between 1 and 8 yrs.,Farmer,39.7442,-83.8085,picket fence
OH33B,LANCS,Male,72,White,At least some high school,"Manager, official, or proprietor",39.6848,-83.9297,fence
OH34A,LANCS,Male,80,White,Between 1 and 8 yrs.,Craftsman or foreman,39.4453,-83.8285,picket fences
OH34B,LANCS,Male,89,White,At least some high school,Unknown,39.4453,-83.8285,a picket fence
OH34C,LANCS,Male,67,White,At least some college or beyond,Teacher,39.27,-83.4938,"picket fences, pailing fences"
OH34D,LANCS,Male,76,White,At least some college or beyond,Teacher,39.5155,-83.9533,"pailing fence, pailings"
OH35A,LANCS,Male,79,White,At least some college or beyond,Craftsman or foreman,39.1951,-82.5858,NR
OH35B,LANCS,Female,72,White,At least some high school,Keeping house,39.1951,-82.5858,"pailed fence, pail fence"
OH36A,LANCS,Male,78,White,Between 1 and 8 yrs.,Farmer,39.2645,-82.4785,picket fence
OH36B,LANCS,Male,84,White,Between 1 and 8 yrs.,Farmer,39.392,-81.5152,"pailing fence, pickets, pailing"
OH37A,LANCS,Male,72,White,Between 1 and 8 yrs.,Farmer,39.1952,-84.3234,picket fence
OH37B,LANCS,Male,82,White,Between 1 and 8 yrs.,Craftsman or foreman,39.1248,39.1248,picket fence
OH37C,LANCS,Female,86,White,Between 1 and 8 yrs.,Unknown,39.1248,39.1248,"board fences, pailing fence"
OH37D,LANCS,Female,65,White,Between 1 and 8 yrs.,Keeping house,39.1424,-84.5923,"board fence, picket fence"
OH37E,LANCS,Female,65,White,At least some high school,Clerical and sales,39.1031,-84.512,"wooden fences, picket fences"
OH37F,LANCS,Male,68,White,At least some college or beyond,"Manager, official, or proprietor",39.1031,-84.512,picket fence
OH37G,LANCS,Female,48,White,At least some college or beyond,Teacher,39.2067,-84.3797,picket fences
OH38A,LANCS,Male,89,White,Between 1 and 8 yrs.,Craftsman or foreman,38.9421,-84.0802,"picket fence, pailing fence"
OH38B,LANCS,Male,83,White,At least some high school,"Manager, official, or proprietor",38.9375,-84.1963,"board fence, pailing fence"
OH39A,LANCS,Male,76,White,At least some high school,Farmer,38.4759,-83.3141,"worm fence, rail fence"
OH39B,LANCS,Male,67,White,At least some high school,Craftsman or foreman,38.4759,-83.3141,"picket fence, board fence"
RI11,LANE,Female,48,White,Unknown,Teacher,41.5806,-71.4539,picket fence
RI17,LANE,Female,66,White,At least some high school,Keeping house,41.361,-71.4814,picket fence
RI18,LANE,Female,66,White,At least some high school,Keeping house,41.1697,-71.58,picket fence
RI19,LANE,Male,77,White,At least some high school,Farmer,41.1697,-71.58,"slats, sheep stopper, picket fence"
RI20,LANE,Female,50,White,At least some high school,Keeping house,41.1697,-71.58,picket fence
RI23,LANE,Male,91,White,Between 1 and 8 years,Fisher,41.1697,-71.58,picket fence
RI44,LANE,Male,73,White,At least some high school,Farmer,41.65,-71.4833,picket fence
RI71,LANE,Female,56,White,At least some high school,Keeping house,41.4411,-71.4992,"picket fence, fences"
RI110,LANE,Female,75,White,Unknown,"Manager, official, or proprietor",41.5154,-71.7015,picket fence
RI111,LANE,Male,73,White,Between 1 and 8 years,Farmer,41.361,-71.4814,"board fence, rail fence, picket fence, top pole, rail and a stake fence"
RI114,LANE,Male,43,White,At least some college or beyond,Public servant,41.5555,-71.6966,"board fence, picket fence, rail fence"
RI115,LANE,Female,63,White,At least some high school,Other (see notes),41.488,-71.3126,picket fence
RI116,LANE,Female,94,White,Between 1 and 8 years,Laborer,41.5154,-71.7015,picket fence
RI121,LANE,Male,82,White,Between 1 and 8 years,"Manager, official, or proprietor",41.643,,picket fence
RI122,LANE,Female,65,White,At least some high school,Keeping house,41.5456,-71.2914,"rail fence, pailing fence, pailing, picket fence"
RI134,LANE,Female,51,White,At least some high school,Keeping house,41.488,-71.3126,"pail, picket"
RI138,LANE,Female,82,White,At least some college or beyond,Teacher,41.5456,-71.2914,"picket fence, solid board fence"
RI143,LANE,Female,73,White,At least some high school,Keeping house,41.8536,-71.7581,picket fence
RI161,LANE,Female,74,White,At least some high school,"Manager, official, or proprietor",41.8236,-71.4222,picket fence
RI194,LANE,Male,74,White,At least some high school,Professional or technical job,41.8536,-71.7581,picket fence
RI259,LANE,Female,70,White,At least some high school,Keeping house,41.8136,-71.37,picket fence
RI288,LANE,Female,63,White,At least some college or beyond,Keeping house,41.8236,-71.4222,picket fence
RI290,LANE,Female,46,White,At least some college or beyond,Clerical or sales position,41.8236,-71.4222,picket fences
RI342,LANE,Female,55,White,Between 1 and 8 years,Clerical or sales position,41.8236,-71.4222,"a fence, picket fence, pickets"
VT31,LANE,Male,73,White,At least some high school,Farmer,43.5317,-72.7217,picket
VT42,LANE,Female,48,White,At least some high school,Keeping house,43.5317,-72.7217,picket fence
VT98,LANE,Male,54,White,At least some college or beyond,Public servant,43.4767,-72.4011,picket fence
VT99,LANE,Male,76,White,At least some high school,Farmer,43.4767,-72.4011,picket fence
VT162,LANE,Male,75,White,At least some high school,Farmer,43.2727,-72.718,"picket fence, slat fence"
VT168,LANE,Male,73,White,At least some high school,Farmer,42.9833,-72.6833,"picket fence, pail fence, slat fence"
VT169,LANE,Female,81,White,At least some college or beyond,Keeping house,43.1658,-72.4817,picket fence
VT182,LANE,Female,85,White,At least some college or beyond,Keeping house,42.85,-72.5822,"picekt fence, slat fence"
VT212,LANE,Female,81,White,At least some high school,Farmer's wife,44.8838,-72.7711,picket fence
VT213,LANE,Male,47,White,Between 1 and 8 years,Farmer,44.8838,-72.7711,picket fence
VT214,LANE,Male,32,White,Between 1 and 8 years,"Manager, official, or proprietor",44.8838,-72.7711,picket fence
VT231,LANE,Male,76,White,Between 1 and 8 years,Farmer,44.4492,-72.3972,slat fence
VT232,LANE,Male,38,White,Between 1 and 8 years,Farmer,44.4492,-72.3972,picket fence
VT236,LANE,Male,56,White,At least some high school,Farmer,44.6439,-74.6811,picket fence
VT237,LANE,Male,64,White,At least some high school,Farmer,44.6439,-74.6811,picket fence
VT238,LANE,Male,77,White,At least some high school,Farmer,44.6439,-74.6811,picket fence
VT239,LANE,Male,50,White,Between 1 and 8 years,Public servant,44.4758,-73.2119,picket fence
VT240,LANE,Male,81,White,Between 1 and 8 years,Farmer,44.4758,-73.2119,picket fence
VT241,LANE,Male,40,White,At least some college or beyond,Teacher,44.4758,-73.2119,picket fence
VT242,LANE,Female,81,White,At least some high school,Operative,44.2224,-73.238,picket fence
VT243,LANE,Male,69,White,At least some college or beyond,Farmer,44.2224,-73.238,picket fence
VT244,LANE,Male,77,White,Between 1 and 8 years,Farmer,44.3038,,"door-yard fence, picket fence"
VT245,LANE,Male,54,White,Between 1 and 8 years,Farmer,44.3038,,"door-yard fence, picket fence"
VT256,LANE,Male,76,White,At least some high school,Farmer,44.4519,-73.1817,"front yard fence, picket fence"
VT257,LANE,Male,67,White,At least some high school,Farmer,43.7617,-72.7369,picket fence
VT263,LANE,Male,71,White,Between 1 and 8 years,Farmer,43.6256,-73.1933,"door-yard fence, picket fence"
VT264,LANE,Female,88,White,At least some high school,Keeping house,43.6256,-73.1933,missing
VT265,LANE,Male,52,White,At least some high school,Farmer,43.6256,-73.1933,picket fence
VT275,LANE,Male,88,White,At least some high school,Craftsman or foreman,43.9655,,picket fence
VT276,LANE,Male,54,White,At least some college or beyond,Farmer,43.9655,,"lawn fence, picket fence, woven fence"
VT277,LANE,Male,58,White,Between 1 and 8 years,Public servant,43.4392,-72.8108,picket fence
VT278,LANE,Male,73,White,At least some high school,Farmer,43.4578,-72.9469,"lawn fence, picket fence"
VT279,LANE,Male,75,White,At least some high school,Clerical or sales position,43.4392,-72.8108,missing
VT280,LANE,Male,56,White,Between 1 and 8 years,Professional or technical job,42.9631,-73.2075,picket fence
VT281,LANE,Male,75,White,At least some college or beyond,Farmer,42.8911,-73.2081,"front yard fence, picket fence"
VT314,LANE,Male,67,White,Between 1 and 8 years,Farmer,43.3744,-73.2019,picket fence
VT315,LANE,Female,55,White,At least some college or beyond,Farmer's wife,43.3744,-73.2019,picket fence
VT316,LANE,Male,48,White,Between 1 and 8 years,Public servant,43.2667,-73.0667,picket fence
VT317,LANE,Male,64,White,Between 1 and 8 years,Farmer,43.7617,-72.7369,"picket fence, front yard fence"
VT323,LANE,Male,69,White,Between 1 and 8 years,Public servant,42.8831,-72.8672,picket fence
VT324,LANE,Male,58,White,At least some high school,Farmer,42.8831,-72.8672,picket fence
VT337,LANE,Female,77,White,At least some high school,Keeping house,44.0811,-72.0583,picket
VT338,LANE,Male,57,White,At least some high school,Farmer,44.9238,-71.5569,picket fence
VT339,LANE,Male,68,White,At least some high school,Farmer,44.5358,-72.0053,picket fence
VT340,LANE,Male,81,White,At least some high school,Farmer,44.4336,-72.015,picket fence
VT341,LANE,Female,71,White,At least some high school,Professional or technical job,44.3081,-72.0833,picket fence
VT343,LANE,Male,86,White,No formal schooling,Clerical or sales position,44.1286,-72.2566,"picket fence, slat fence"
VT345,LANE,Male,85,White,Between 1 and 8 years,Farmer,44.3633,-72.4664,"picket fence, yard fence"
VT346,LANE,Male,73,White,Between 1 and 8 years,Farmer,44.3633,-72.4664,picket fence
VT347,LANE,Male,70,White,Between 1 and 8 years,Public servant,44.1411,-72.6644,picket fence
VT348,LANE,Female,69,White,Between 1 and 8 years,Farmer's wife,44.1411,-72.6644,picket fence
VT351,LANE,Male,63,White,At least some high school,Farmer,44.21,-72.1006,picket fence
WI1A,LANCS,Male,73,White,Between 1 and 8 yrs.,Craftsman or foreman,46.7208,-92.1041,picket fence
WI1B,LANCS,Male,54,White,At least college or beyond,Clerical and sales,46.7208,-92.1041,picket fence
WI2A,LANCS,Male,70,White,At least some high school,Farmer,46.8108,-90.8182,picket fence
WI2B,LANCS,Female,46,White,At least some high school,Keeping house,46.7793,-90.7865,"pailing fence, picket fence"
WI3A,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,45.0735,-87.8677,picket fence
WI3B,LANCS,Female,65,White,At least some high school,Keeping house,45.1,-87.6307,picket fence
WI4A,LANCS,Male,75,White,Between 1 and 8 yrs.,Professional & technical,44.8342,-87.377,picket fence
WI4B,LANCS,Male,33,White,Unknown,Farmer,44.7357,-87.6209,lat fence
WI5A,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,44.9789,-92.4357,picket fences
WI5B,LANCS,Male,65,White,Between 1 and 8 yrs.,Farmer,45.0672,-92.4486,picket fences
WI5C,LANCS,Male,55,White,Unknown,Farmer,45.0672,-92.4486,picket fence
WI6A,LANCS,Male,85,White,At least some high school,"Manager, official, or proprietor",44.4411,-92.1479,picket fence
WI6B,LANCS,Female,56,White,At least some college or beyond,Teacher,44.4833,-92.2621,"pailing fence, picket fence, picket gate"
WI7A,LANCS,Male,72,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",44.8113,-91.4985,picket fence
WI7B,LANCS,Female,77,White,Between 1 and 8 yrs.,Farmer's wife,44.7085,-91.579,picket fence
WI8A,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,44.0306,-91.3855,picket fence
WI8B,LANCS,Male,75,White,Between 1 and 8 yrs.,Farmer,44.0055,-91.4421,picket fences
WI9A,LANCS,Male,68,White,Between 1 and 8 yrs.,Farmer,44.5114,-89.4671,picket fence
WI9B,LANCS,Female,49,White,At least some college or beyond,Teacher,44.6052,-89.4175,picket fence
WI10A,LANCS,Male,75,White,Between 1 and 8 yrs.,Farmer,44.2816,-88.4384,picket fence
WI10B,LANCS,Male,71,White,Between 1 and 8 yrs.,Farmer,44.18,-88.18,picket fence
WI11A,LANCS,Female,75,White,Between 1 and 8 yrs.,Farmer's wife,44.6245,-87.8746,"picket fence, them fences"
WI11B,LANCS,Male,60,White,At least some college or beyond,"Manager, official, or proprietor",44.5624,-88.0803,picket fence
WI12A,LANCS,Female,88,White,At least some high school,Farmer's wife,43.7844,-90.0171,picket fence
